sku,name,subtitle,product_type,scent,price,market_price,stock,status,engraving_available,review_count,category_path,image_count,url_key,detail_url,description,inspiration,usage_advice,features,craft,formula_texture,ingredients,details,editorial_content
AB1,香氛蜡烛-琥珀,木质香调,candle,,630.0,630.0,3,1,1,0,home|home/best-sellers-home|home/collections/ambre|home/scented-candles|home/scented-candles/classic-scented-candles,6,ambre-amber-candle-remavp,https://www.diptyque-cn.com/p/ambre-amber-candle-remavp.html,"琥珀香丸置身古老宝盒之中，充分吸收了宝盒珍稀木质的馥郁芳香。并含有香脂及香料气息。
琥珀香氛蜡烛仿佛诉说着一个神秘的故事。",,"-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。
-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。
-请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。
这些贴士将有助您保持香氛蜡烛良好的状态，以尽情感受其怡人芳香。","-适合小型及中型房间
-香气渐进而持久（约20分钟后达到理想效果）。
-请勿将燃烧中的蜡烛遗留在无人照看的场所。
-容量：190g
-燃烧时间：约50小时
-规格：高9厘米；直径7,7厘米",,,,琥珀,
AMB1500,超大号香氛蜡烛-琥珀,木质香调,candle,,3400.0,3400.0,1,1,0,0,home/scented-candles/extra-large-scented-candles,6,ambre-amber-extralarge-candle,https://www.diptyque-cn.com/p/ambre-amber-extralarge-candle.html,"每颗蜡烛都有5条烛芯。同时点燃，琥珀的木质香气温暖且带有皮革香气，令人难以忘怀。
在手工制作的陶器中，琥珀香氛蜡烛仿佛诉说着一个神秘的故事。",,"该款蜡烛室内外均可使用。
如何使用香熏蜡烛
-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。
-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。
-请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。
-建议在熄灭蜡烛后，保持室内环境通风。
可持续烛罐:
Diptyque烛罐可重复使用。蜡烛燃尽后可再次获得新生，成为实用的装饰性容器，为工作空间赋予特色，可为浴室增添优雅，也可以装饰客厅。","-适合大型房间及户外
-香气渐进而持久（约20分钟后达到理想效果）。
-这款蜡烛室内外均可使用。
-容量：1.5kg
-燃烧时间：约120小时
-规格：高18厘米；直径16厘米",,,,琥珀,
VAB,琥珀 - 室内喷雾,木质香调,,,600.0,600.0,0,1,0,0,home|home/collections/ambre|home/diffusers|home/room-sprays,3,ambre-amber-room-spray,https://www.diptyque-cn.com/p/ambre-amber-room-spray.html,"只需轻轻一喷，即刻满室生香。带来琥珀的木质香气温暖与皮革香气。
琥珀的木质香气温暖且带有皮革香气，令人难以忘怀。",,亦可喷洒于窗帘、靠垫等织物表面。,"-可在各种密闭式的空间使用
-容量：150毫升
-规格：高15.3厘米；直径5厘米",,,,室内喷雾,
TAPCDLAB,琥珀烛台香氛蜡烛,木质香调,candle,,250.0,250.0,0,1,0,0,home/scented-candles|home/scented-candles/stands-scented-candles|new-and-trending,6,ambre-amber-scented-dinner-candle-75g,https://www.diptyque-cn.com/p/ambre-amber-scented-dinner-candle-75g.html,"琥珀香丸置身古老宝盒之中，充分吸收了宝盒珍稀木质的馥郁芳香，并含有香脂及香料气息。
琥珀香氛蜡烛仿佛诉说着一个神秘的故事。",,"燃烧时长约8小时。
请勿在贵重物品表面点燃烛台香氛蜡烛。
建议将烛台香氛蜡烛放置于底座或碟子中点燃。",,,,,67G,
AB70V,迷你香氛蜡烛-琥珀,木质香调,candle,,370.0,370.0,1,1,0,0,home|home/collections/ambre|home/scented-candles|home/scented-candles/small-scented-candles,4,ambre-amber-small-candle,https://www.diptyque-cn.com/p/ambre-amber-small-candle.html,"琥珀香丸置身古老宝盒之中，充分吸收了宝盒珍稀木质的馥郁芳香。并含有香脂及香料气息。
琥珀香氛蜡烛仿佛诉说着一个神秘的故事。",,"-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。
-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。
-请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。
这些贴士将有助您保持香氛蜡烛良好的状态，以尽情感受其怡人芳香。","-适合小型房间
-香气渐进而持久（约20分钟后达到理想效果）。
-请勿将燃烧中的蜡烛遗留在无人照看的场所。
-容量：70g
-燃烧时间：约20小时
-规格：高7厘米；直径6厘米",,,,琥珀,
CAPSAB,琥珀 - 电子扩香器香氛补充包,木质香调,,,450.0,450.0,0,1,0,0,home|home/collections/ambre|home/diffusers|home/diffusers/diffuseurs-electriques|home/diffusers/inserts,4,ambre-insert,https://www.diptyque-cn.com/p/ambre-insert.html,"琥珀的木质香气温暖且带有皮革香气，令人难以忘怀。
香氛补充包内含浓缩香氛因子的微胶囊，真实还原每种香型特质。",,"-适用于车载扩香器、便携式电子扩香器、电子扩香器。
-请参考每种扩香产品标签说明，了解相应的使用建议。","-使用后妥善密封，补充包可持续散香约三个月。
-开封后可在密封袋中储存18个月。
-连续40小时使用寿命。
-规格：高6.9厘米；宽5.5厘米",,,,电子扩香器香氛补充包,
B1500,超大号香氛蜡烛-浆果香,果香调,candle,,3400.0,3400.0,2,1,0,0,home|home/collections/baies|home/diffusers|home/gift-ideas-home|home/scented-candles/extra-large-scented-candles,6,baies-berries-candle-indoor-outdoor,https://www.diptyque-cn.com/p/baies-berries-candle-indoor-outdoor.html,"每颗蜡烛都有5条烛芯。同时点燃，初摘下的黑醋栗浆果满含酸涩清新的气息。几串黑色浆果带着叶片的绿意芬芳，与玫瑰的动人花香融合。
在手工制作的陶器中，诉说着花朵与果实融合的和谐篇章。","您知道吗？
室内外香氛蜡烛罐为品牌与法国知名陶瓷品牌Virebrent一同合作打造，选择陶器质朴素雅的触感并以手工制作，重现了Diptyque经典的椭圆象征。包装礼盒设计参考国外传统帽盒，是礼赠的理想选择。","该款蜡烛室内外均可使用。
如何使用香熏蜡烛？
-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。
-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。
-请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。
-建议在熄灭蜡烛后，保持室内环境通风。
可持续烛罐：
Diptyque烛罐可重复使用。蜡烛燃尽后可再次获得新生，成为实用的装饰性容器，为工作空间赋予特色，可为浴室增添优雅，也可以装饰客厅。","-适合大型房间及户外
-香气渐进而持久（约20分钟后达到理想效果）。
-这款蜡烛室内外均可使用。
-容量：1.5千g
-燃烧时间：约120小时
-规格：高18厘米；直径16厘米",,,,浆果香,
REFREEDB,浆果香 - 室内扩香摆件补充装,果香调,,,840.0,840.0,0,1,0,0,home|home/collections/baies|home/diffusers|home/diffusers/home-fragrance-diffusers|home/diffusers/inserts,4,baies-berries-home-fragrance-diffuser-refill,https://www.diptyque-cn.com/p/baies-berries-home-fragrance-diffuser-refill.html,"标志性椭圆多棱面玻璃瓶樽中，黑醋栗的酸涩清新，与玫瑰的动人花香融合。
室内扩香摆件在带来香气的同时，亦是一件精美的家居装饰艺术品。天然藤条扩香棒吸收扩香精油后，将浆果香的气息扩散开来。",,"-当扩香精油用尽，可选择本系列任意香型的补充瓶进行反复替换。
-每次补充新的扩香精油时，需同时更换6根藤条（随补充瓶一同出售）",规格：高14厘米；直径5.3厘米,,,,室内扩香摆件补充装,
HGBCARB3,浆果香 - 扩香精,果香调,,,1620.0,1620.0,0,1,0,0,home/collections/baies|home/diffusers|home/diffusers/hourglass-diffuser,4,baies-berries-hourglass-diffuser-1,https://www.diptyque-cn.com/p/baies-berries-hourglass-diffuser-1.html,"与时间亲密接触的一款艺术精品。释放出浆果的经典香氛。
香水缓缓滴落，散发出令人无法抗拒的玫瑰花束的清新质感，在黑醋栗叶的衬托下增添了些许酸涩的调性。","Diptyque发挥创新精神，以扩香精重新演绎居家香氛。将扩香精倒置，静待以完成一小时的循环。感受怡人的香气，以及Diptyque的奇妙时光。是在小空间维持几个月香气的理想选择。扩香精可以重复使用两次相同香型的补充装。
请勿将其直接放置于玻璃，木头或者大理石表面。","将扩香精倒置，静待以完成一小时的循环。感受怡人的香气，以及Diptyque的奇妙时光。
是在小空间维持几个月香气的理想选择。
扩香精可以重复使用两次相同香型的补充装。","-旨在以一种温和而缓慢的方式散发香气，是在小空间维持几个月香气的理想选择（-一个周期大约持续时间：1小时
-可以用相同的香氛填充两次。
-规格：高19.4厘米；宽10厘米",,,,扩香精,
CAPSB,浆果香扩香器香氛补充包,果香调,candle,浆果香,450.0,450.0,3,1,0,0,home|home/best-sellers-home|home/collections/baies|home/diffusers|home/diffusers/diffuseurs-electriques|home/diffusers/inserts,4,baies-berries-insert,https://www.diptyque-cn.com/p/baies-berries-insert.html,"令人无法抗拒的玫瑰花束的清新质感，在黑醋栗叶的衬托下增添了些许酸涩的调性。
香氛补充包内含浓缩香氛因子的微胶囊，真实还原每种香型特质。释放黑醋栗的绿意果香及玫瑰花香。",,"-适用于车载扩香器、便携式电子扩香器、电子扩香器。
-请参考每种扩香产品标签说明，了解相应的使用建议。","-使用后妥善密封，补充包可持续散香约三个月。
-开封后可在密封袋中储存18个月。
-连续40小时使用寿命。
-规格：高6.9厘米；宽5.5厘米",,,苯乙醇、香茅醇、香叶醇、β-蒎烯、2，2，5-三甲基-5-戊基-环戊酮、苯甲酮、乙酸香茅酯、乙酸香叶酯、橙花醇,,
TREFB1CULBUT,浆果香 - 摇摆扩香器补充装,全新冷式扩香装饰摆件,,,480.0,480.0,0,1,0,0,home|home/best-sellers-home|home/collections/baies|home/diffusers|home/diffusers/inserts,3,baies-berries-refill-for-the-culbuto-oscillating-diffuser,https://www.diptyque-cn.com/p/baies-berries-refill-for-the-culbuto-oscillating-diffuser.html,"黑醋栗的酸涩与玫瑰的动人花香融合，交织出清新动人的经典香气。
搭配摇摆扩香器使用，可无限次替换。",,"将陶瓷扩香棒轻轻按入摇摆扩香器木质底座。
在接触陶瓷扩香棒后，请用清水和香皂洗手。",补充装的扩香时长约为两个半月。,,,,摇摆扩香器补充装,
VBV1,浆果香 - 室内喷雾,果香调,,,600.0,600.0,0,1,0,0,home|home/collections/baies|home/diffusers|home/room-sprays|new-and-trending/summer-scents,3,baies-berries-room-spray,https://www.diptyque-cn.com/p/baies-berries-room-spray.html,"只需轻轻一喷，即刻满室生香。带来黑醋栗叶片的绿意果香及玫瑰花香。
令人无法抗拒的玫瑰花束的清新质感，在黑醋栗叶的衬托下增添了些许酸涩的调性。",,亦可喷洒于窗帘、靠垫等织物表面。,"-可在各种密闭式的空间使用
-容量：150毫升
-规格：高15.3厘米；直径5厘米",,,PPG-2丙醚 、变性乙醇、水、香精 、香茅醇、香叶醇、芳樟醇、丁香酚、柠檬醛、苧烯、苯甲醇、金合欢醇、苯甲酸苄酯、丁羟甲苯,室内喷雾,
TAPCDLB1,浆果香烛台香氛蜡烛,果香调,candle,,250.0,250.0,0,1,0,0,home/scented-candles|home/scented-candles/stands-scented-candles|new-and-trending,5,baies-berries-scented-dinner-candle-75g,https://www.diptyque-cn.com/p/baies-berries-scented-dinner-candle-75g.html,"初摘下的黑醋栗浆果满含酸涩清新的气息。几串黑色浆果带着叶片的绿意芬芳，与玫瑰的动人花香融合。
浆果香氛蜡烛诉说着花朵与果实融合的和谐篇章。",,"燃烧时长约8小时。
请勿在贵重物品表面点燃烛台香氛蜡烛。
建议将烛台香氛蜡烛放置于底座或碟子中点燃。",,,,,,
XM23TAPCDLA,浆果香烛台香氛蜡烛,果香调,candle,,790.0,790.0,1,1,0,0,home/scented-candles/stands-scented-candles,6,baies-berries-scented-dinner-candle,https://www.diptyque-cn.com/p/baies-berries-scented-dinner-candle.html,"初摘下的黑醋栗浆果满含酸涩清新的气息。几串黑色浆果带着叶片的绿意芬芳，与玫瑰的动人花香融合。
浆果香氛蜡烛诉说着花朵与果实融合的和谐篇章。",,"燃烧时长约20小时。
请勿在贵重物品表面点燃烛台香氛蜡烛。
建议将烛台香氛蜡烛放置于底座或碟子中点燃。",,,,,浆果香,
PB,浆果香室内香氛蜡,果香调,candle,浆果香,580.0,580.0,14,1,0,0,home|home/collections/baies|home/diffusers|home/diffusers/wax-ovals,4,baies-berries-scented-oval,https://www.diptyque-cn.com/p/baies-berries-scented-oval.html,"黑醋栗叶片的绿意果香及玫瑰花香，采用椭圆型香氛蜡，镶嵌在陶瓷环中。
黑醋栗绿色叶片的清新气味，为玫瑰的甜美增添闪闪发亮的青翠色调。",Diptyque室内香氛蜡由Jean-Marc Gady工作室设计，散发Diptyque经典香氛。每一款香氛蜡均镌刻上香气的名字，嵌入品牌经典的椭圆陶瓷外环。黑色挂绳便于将香氛蜡悬挂于衣橱或衣帽间。怡人香气慢慢释放，香气持续可达三个月左右。,适合摆放于小空间，如衣柜或抽屉。不建议放置于车内或高温环境下。,"-悬挂于衣橱或室内，亦可放置于抽屉或鞋柜中
-香气持续可达三个月左右
-规格：高9.9厘米；宽7.9厘米",,,,,
B70V,迷你香氛蜡烛-浆果香,果香调,candle,,370.0,370.0,8,1,0,0,home|home/collections/baies|home/scented-candles|home/scented-candles/small-scented-candles,4,baies-berries-small-candle,https://www.diptyque-cn.com/p/baies-berries-small-candle.html,"初摘下的黑醋栗浆果满含酸涩清新的气息。几串黑色浆果带着叶片的绿意芬芳，与玫瑰的动人花香融合。
浆果香氛蜡烛诉说着花朵与果实融合的和谐篇章。",,"-第一次燃烧蜡烛时，请确保持续燃烧2-3小时，使蜡烛表面完全液化，以防止烛芯周围的蜡面凹陷。
-用烛芯修剪器定期修剪烛芯至3-5mm的理想长度。
-请确保在每次使用后蜡烛后都将烛芯调整至直立状态并处于中央位置，以确保蜡烛均匀燃烧。
这些贴士将有助您保持香氛蜡烛良好的状态，以尽情感受其怡人芳香。","-适合小型房间
-香气渐进而持久（约20分钟后达到理想效果）。
-请勿将燃烧中的蜡烛遗留在无人照看的场所。
-容量：70g
-燃烧时间：约20小时
-规格：高7厘米；直径6厘米",,,,浆果香,
TCULBUTOB,浆果香 - 摇摆扩香器,全新冷式扩香装饰摆件,,,2100.0,2100.0,0,1,0,0,home/best-sellers-home|home/collections/baies|home/diffusers,7,baies-berries-the-culbuto-oscillating-diffuser,https://www.diptyque-cn.com/p/baies-berries-the-culbuto-oscillating-diffuser.html,"用指尖轻推木质球形底座，便能令童年回忆重新浮现。
黑醋栗的酸涩与玫瑰的动人花香融合，交织出清新动人的经典香气。摇摆扩香器可更换补充装，可重复多次使用。",,"摇摆扩香器可替换补充装，无限次使用。补充装的扩香时长约两个半月。
请将本品置于平坦表面，避免接触其他物件。
请避免接触潮湿环境或长时间处于超过40℃的高温环境下。
摇摆扩香器的最大扩香面积约为20平方米。
在接触陶瓷扩香棒后，请用清水和香皂洗手。
香精如接触皮肤，可能导致过敏反应。请将本品置于儿童及宠物无法触及之处。
请使用不会造成划痕的软布擦拭本品表面积尘。",产品包装内含木质底座及陶瓷扩香棒。,,,,摇摆扩香器,
DECO01596,植物图鉴玻璃烛盖-浆果,硼硅酸盐玻璃,,浆果,650.0,650.0,14,1,0,0,decoration|decoration/lids-and-snuffers|new-and-trending,4,baies-lid,https://www.diptyque-cn.com/p/baies-lid.html,"于意人利工坊手工制作而成，为蜡烛增添诗意装饰，保护香气的同时可做灭烛盖使用。
由Sam Baron设计，玻璃艺术家Massimo Lunardon制作，灵感源自Diptyque档案中的植物香氛图集。以视觉享受馥郁芬芳。",,- 建议使用软布及皂液清洁,,,,,,
DECO00786,托盘L-巴西莱,陶瓷,,,950.0,950.0,2,1,0,0,decoration|decoration/gift-ideas-deco|decoration/objects|decoration/ornaments|decoration/see-all|decoration/tray,5,basile-tray-large-model-deco00786,https://www.diptyque-cn.com/p/basile-tray-large-model-deco00786.html,"优雅的装饰托盘，为葡萄牙工艺大师之作，可存放首饰等精致小物。
标志性的装饰作品，表面巴西莱图案由创始人之一Christiane Gautrot于1963年创作。",,建议用皂液及软布清洁，可洗碗机清洗。,"材质：陶瓷
重量：570g
尺寸：宽19cm / 长26cm",NG Porcelanas工坊位于葡萄牙北部阿威罗，专注于欧洲优质瓷器作品的创作。凭借精湛技艺的传承及不断创新，被法国政府授予“活文化企业”的殊荣，并为Diptyque打造了一些列精美餐具及装饰作品。,,,巴西莱,
BOHEMEP75C,波西米亚安息香淡香精,安息香、秘鲁香脂、岩蔷薇、广藿香,fragrance,,2390.0,2390.0,2,1,1,0,fragrances|fragrances/eaux-de-parfum|fragrances/tous-les-parfums,5,benjoin-boheme-eau-de-parfum,https://www.diptyque-cn.com/p/benjoin-boheme-eau-de-parfum.html,"波西米亚安息香将核心原材料老挝安息香的魅力展现的淋漓尽致。
一幅嗅觉素描，谨慎地描绘了一位英国绅士或波西米亚人的优雅轮廓，他是一位考究的美学家，或许正居住在圣日尔曼大道 34 号内。","您知道吗？
波西米亚安息香所采用的安息香在老挝本土以可持续发展及公平贸易原则种植而成。",,,,,变性乙醇、水、香精、甲氧基肉桂酸乙基己酯。其他微量成分:水杨酸乙基己酯、丁基甲氧基二苯甲酰基甲烷、丁羟甲苯,,
